Year,Ward code,Borough,Ward,Name,Party,Votes,Elected,Rank,Ballot position,Party position,Num candidates
2010,00ACGQ,Barnet,Underhill,"Roberts, Tim",Lab,2251,False,5,5,2,9
2010,00ACGQ,Barnet,Underhill,"Worth, Matthew",Lab,2166,False,6,9,3,9
2010,00ACGQ,Barnet,Underhill,"Nowell, David A.G.",Lib Dem,1386,False,7,4,3,9
2010,00ACGQ,Barnet,Underhill,"Cole, Michael M.",Lib Dem,1362,False,8,2,1,9
2010,00ACGQ,Barnet,Underhill,"Mckinnell, Pauline A.",Lib Dem,1302,False,9,3,2,9
2010,00ACGR,Barnet,West Finchley,"Houston, Ross",Lab,2758,True,1,2,1,9
2010,00ACGR,Barnet,West Finchley,"Tierney, Jim",Lab,2744,True,2,8,3,9
2010,00ACGR,Barnet,West Finchley,"Mcguirk, Kath",Lab,2668,True,3,6,2,9
2010,00ACGR,Barnet,West Finchley,"Longfield, Myles L.",Cons,2197,False,4,5,2,9
2010,00ACGR,Barnet,West Finchley,"Morris, Henry R.E.",Cons,2059,False,5,7,3,9
2010,00ACGR,Barnet,West Finchley,"Leighton, David M.",Cons,2025,False,6,4,1,9
2010,00ACGR,Barnet,West Finchley,"Finlay, Ron",Lib Dem,1348,False,7,1,1,9
2010,00ACGR,Barnet,West Finchley,"Landeryou, Rita I.",Lib Dem,1290,False,8,3,2,9
2010,00ACGR,Barnet,West Finchley,"Warland, Deborah S.",Lib Dem,1117,False,9,9,3,9
2010,00ACGS,Barnet,West Hendon,"Johnson, Julie",Lab,2678,True,1,6,1,9
2010,00ACGS,Barnet,West Hendon,"Slocombe, Agnes",Lab,2594,True,2,8,2,9
2010,00ACGS,Barnet,West Hendon,"Sodha, Ansuya",Lab,2353,True,3,9,3,9
2010,00ACGS,Barnet,West Hendon,"Bornstein, Asher A.",Cons,2293,False,4,1,1,9
2010,00ACGS,Barnet,West Hendon,"Gamsu -Fachler, Lisa N.",Cons,2134,False,5,4,2,9
2010,00ACGS,Barnet,West Hendon,"Murray-Leonard, Adrian P.",Cons,2130,False,6,7,3,9
2010,00ACGS,Barnet,West Hendon,"Emery, James H.",Lib Dem,748,False,7,2,1,9
2010,00ACGS,Barnet,West Hendon,"Emery, Pearl E.",Lib Dem,683,False,8,3,2,9
2010,00ACGS,Barnet,West Hendon,"Iwi, Diana C.",Lib Dem,600,False,9,5,3,9
2010,00ACGT,Barnet,Woodhouse,"Hutton, Anne",Lab,3004,True,1,5,2,9
2010,00ACGT,Barnet,Woodhouse,"Cooke, Geof",Lab,2950,True,2,1,1,9
2010,00ACGT,Barnet,Woodhouse,"Schneiderman, Alan",Lab,2687,True,3,9,3,9
2010,00ACGT,Barnet,Woodhouse,"Depala, Manish",Cons,2456,False,4,2,1,9
2010,00ACGT,Barnet,Woodhouse,"Knight, Matthew A.",Cons,2358,False,5,6,3,9
2010,00ACGT,Barnet,Woodhouse,"Gupta, Anshul",Cons,2139,False,6,4,2,9
2010,00ACGT,Barnet,Woodhouse,"Granville, Deborah J.",Lib Dem,1474,False,7,3,1,9
2010,00ACGT,Barnet,Woodhouse,"Miles, Dudley R.A.",Lib Dem,1313,False,8,7,2,9
2010,00ACGT,Barnet,Woodhouse,"Murphy, Ian V.",Lib Dem,1257,False,9,8,3,9
2010,00ADGA,Bexley,Barnehurst,"Marriner, Howard C.",Cons,2806,True,1,6,2,8
2010,00ADGA,Bexley,Barnehurst,"Hurt, David R.",Cons,2792,True,2,3,1,8
2010,00ADGA,Bexley,Barnehurst,"Windle, Simon A.",Cons,2594,True,3,8,3,8
2010,00ADGA,Bexley,Barnehurst,"Browning, Joanne",Lab,1271,False,4,1,1,8
2010,00ADGA,Bexley,Barnehurst,"Husband, Linda",Lab,989,False,5,4,2,8
2010,00ADGA,Bexley,Barnehurst,"Kilner, Peter",Lab,930,False,6,5,3,8
2010,00ADGA,Bexley,Barnehurst,"Codd, Janette D.",Lib Dem,908,False,7,2,1,8
2010,00ADGA,Bexley,Barnehurst,"Shrimpton, Margaret A.",Lib Dem,729,False,8,7,2,8
2010,00ADGB,Bexley,Belvedere,"Macdonald, Gillian",Lab,2362,True,1,3,1,6
2010,00ADGB,Bexley,Belvedere,"Newman, Sean B.",Lab,2058,True,2,4,2,6
2010,00ADGB,Bexley,Belvedere,"Allon, Kerry M.",Cons,2011,True,3,1,1,6
2010,00ADGB,Bexley,Belvedere,"Singh, Mick",Cons,1972,False,4,5,3,6
2010,00ADGB,Bexley,Belvedere,"Leaf, David",Cons,1963,False,5,2,2,6
2010,00ADGB,Bexley,Belvedere,"Slater, John M.",Lab,1857,False,6,6,3,6
2010,00ADGC,Bexley,Blackfen & Lamorbey,"Beckwith, Brian G.",Cons,3077,True,1,1,1,8
2010,00ADGC,Bexley,Blackfen & Lamorbey,"Craske, Peter H.",Cons,2841,True,2,4,2,8
2010,00ADGC,Bexley,Blackfen & Lamorbey,"Perrior, Katie",Cons,2721,True,3,7,3,8
2010,00ADGC,Bexley,Blackfen & Lamorbey,"Blake, Manny",Lab,1110,False,4,2,1,8
2010,00ADGC,Bexley,Blackfen & Lamorbey,"Borella, Carole A.",Lab,1027,False,5,3,2,8
2010,00ADGC,Bexley,Blackfen & Lamorbey,"Gallego, Scott G.",Lib Dem,927,False,6,5,1,8
2010,00ADGC,Bexley,Blackfen & Lamorbey,"Slater, Gerda",Lab,848,False,7,8,3,8
2010,00ADGC,Bexley,Blackfen & Lamorbey,"Hayter, David A.F.",Lib Dem,777,False,8,6,2,8
2010,00ADGD,Bexley,Blendon & Penhill,"Cammish, Pat",Cons,3756,True,1,2,1,7
2010,00ADGD,Bexley,Blendon & Penhill,"D'Amiral, Graham M.",Cons,3250,True,2,3,2,7
2010,00ADGD,Bexley,Blendon & Penhill,"O'Hare, Nicholas",Cons,3209,True,3,4,3,7
2010,00ADGD,Bexley,Blendon & Penhill,"Briant, Donna",Lab,1255,False,4,1,1,7
2010,00ADGD,Bexley,Blendon & Penhill,"Reeve, Sarah S.G.",Lab,1096,False,5,6,3,7
2010,00ADGD,Bexley,Blendon & Penhill,"Prior, David A.",Lab,984,False,6,5,2,7
2010,00ADGD,Bexley,Blendon & Penhill,"Scopes, Peter G.",Lib Dem,953,False,7,7,1,7
2010,00ADGE,Bexley,Brampton,"Camsey, Sybil M.",Cons,3474,True,1,2,1,7
2010,00ADGE,Bexley,Brampton,"O'Neill, Teresa A.J.",Cons,3380,True,2,5,2,7
2010,00ADGE,Bexley,Brampton,"Wilkinson, John P.",Cons,2851,True,3,7,3,7
2010,00ADGE,Bexley,Brampton,"Brown, Ron",Lab,1575,False,4,1,1,7
2010,00ADGE,Bexley,Brampton,"Scutt, Alan",Lab,1207,False,5,6,3,7
2010,00ADGE,Bexley,Brampton,"Murphy, Matthew",Lab,1159,False,6,3,2,7
2010,00ADGE,Bexley,Brampton,"Novitt, Daniel A.",Lib Dem,1051,False,7,4,1,7
2010,00ADGF,Bexley,Christchurch,"Smith, Brad",Cons,2799,True,1,6,2,9
2010,00ADGF,Bexley,Christchurch,"Spencer, James J.",Cons,2716,True,2,7,3,9
2010,00ADGF,Bexley,Christchurch,"Ashmole, Roy F.",Cons,2674,True,3,1,1,9
2010,00ADGF,Bexley,Christchurch,"Bassom, Beverley L.",Lib Dem,1463,False,4,2,1,9
2010,00ADGF,Bexley,Christchurch,"Brooks, John R.",Lib Dem,1251,False,5,3,2,9
2010,00ADGF,Bexley,Christchurch,"Stephens, Jack",Lib Dem,1250,False,6,8,3,9
2010,00ADGF,Bexley,Christchurch,"Holbrook, John R.",Lab,1138,False,7,4,1,9
2010,00ADGF,Bexley,Christchurch,"O'Neill, Michael C.F.J.",Lab,1043,False,8,5,2,9
2010,00ADGF,Bexley,Christchurch,"Turner, Pauline",Lab,980,False,9,9,3,9
2010,00ADGG,Bexley,Colyers,"Bishop, Brian J.",Cons,2006,True,1,2,1,9
2010,00ADGG,Bexley,Colyers,"Fothergill, Maxine P.",Cons,2003,True,2,3,2,9
2010,00ADGG,Bexley,Colyers,"Taylor, Chris",Cons,1925,True,3,9,3,9
2010,00ADGG,Bexley,Colyers,"Page, Tom",Lab,1574,False,4,7,3,9
2010,00ADGG,Bexley,Colyers,"Gill, Baljeet S.",Lab,1549,False,5,4,1,9
2010,00ADGG,Bexley,Colyers,"Okuleye, Tosin",Lab,1446,False,6,6,2,9
2010,00ADGG,Bexley,Colyers,"Standen, Barry C.",Lib Dem,734,False,7,8,3,9
2010,00ADGG,Bexley,Colyers,"Macdonald, Alex",Lib Dem,697,False,8,5,2,9
2010,00ADGG,Bexley,Colyers,"Albakri, Jawharah",Lib Dem,596,False,9,1,1,9
2010,00ADGH,Bexley,Crayford,"Lucia-Hennis, Geraldene A.",Cons,2355,True,1,3,1,7
2010,00ADGH,Bexley,Crayford,"Seymour, Melvin N.",Cons,2220,True,2,6,3,7
2010,00ADGH,Bexley,Crayford,"Pallen, Eileen P.",Cons,2069,True,3,4,2,7
2010,00ADGH,Bexley,Crayford,"Kelsey, Tonya",Lab,1599,False,4,2,1,7
2010,00ADGH,Bexley,Crayford,"Shepheard, John D.",Lab,1560,False,5,7,3,7
2010,00ADGH,Bexley,Crayford,"Perrin, Trevor V.",Lab,1418,False,6,5,2,7
2010,00ADGH,Bexley,Crayford,"Fowler, Andrew D.",Lib Dem,1040,False,7,1,1,7
2010,00ADGJ,Bexley,Cray Meadows,"Bacon, Cheryl",Cons,2727,True,1,1,1,9
2010,00ADGJ,Bexley,Cray Meadows,"Downing, Rosaline M.",Cons,2306,True,2,5,2,9
2010,00ADGJ,Bexley,Cray Meadows,"Massey, Donald F.",Cons,2240,True,3,7,3,9
2010,00ADGJ,Bexley,Cray Meadows,"Malt, Sylvia",Lab,1072,False,4,6,1,9
2010,00ADGJ,Bexley,Cray Meadows,"Borrowman, Duncan K.",Lib Dem,1001,False,5,3,2,9
2010,00ADGJ,Bexley,Cray Meadows,"West, Peter J.",Lab,946,False,6,8,2,9
2010,00ADGJ,Bexley,Cray Meadows,"Berry, Dawn M.M.",Lib Dem,897,False,7,2,1,9
2010,00ADGJ,Bexley,Cray Meadows,"Casey, Matthew L.",Lib Dem,854,False,8,4,3,9
2010,00ADGJ,Bexley,Cray Meadows,"Yakubu, Husaini",Lab,831,False,9,9,3,9
2010,00ADGK,Bexley,Danson Park,"Bailey, Linda J.",Cons,3029,True,1,1,1,9
2010,00ADGK,Bexley,Danson Park,"Massey, Sharon M.",Cons,2708,True,2,5,2,9
2010,00ADGK,Bexley,Danson Park,"Waters, John",Cons,2568,True,3,9,3,9
2010,00ADGK,Bexley,Danson Park,"Deadman, Cathy",Lab,1091,False,4,3,1,9
2010,00ADGK,Bexley,Danson Park,"Bradnam, Laura K.",Lib Dem,1034,False,5,2,1,9
2010,00ADGK,Bexley,Danson Park,"Matton, Julia",Lab,976,False,6,6,3,9
2010,00ADGK,Bexley,Danson Park,"Leake, Jim",Lab,952,False,7,4,2,9
2010,00ADGK,Bexley,Danson Park,"Pickett, Anthony A.",Lib Dem,886,False,8,7,2,9
2010,00ADGK,Bexley,Danson Park,"Shrimpton, Edward J.",Lib Dem,784,False,9,8,3,9
2010,00ADGL,Bexley,East Wickham,"Hall, Steven F.",Cons,2252,True,1,6,1,9
2010,00ADGL,Bexley,East Wickham,"Tarrant, Michael G.",Cons,2090,True,2,9,3,9
2010,00ADGL,Bexley,East Wickham,"Hunt, James K.A.",Cons,2034,True,3,8,2,9
2010,00ADGL,Bexley,East Wickham,"Everitt, Rick",Lab,1320,False,4,5,2,9
2010,00ADGL,Bexley,East Wickham,"Harper, Daisy",Lab,1224,False,5,7,3,9
2010,00ADGL,Bexley,East Wickham,"Chodha, Jo",Lab,1178,False,6,2,1,9
2010,00ADGL,Bexley,East Wickham,"Amis, Charles",Lib Dem,840,False,7,1,1,9
2010,00ADGL,Bexley,East Wickham,"Cudmore, John",Lib Dem,640,False,8,3,2,9
2010,00ADGL,Bexley,East Wickham,"Cudmore, Kaye",Lib Dem,612,False,9,4,3,9
2010,00ADGM,Bexley,Erith,"Ball, Christopher",Lab,2220,True,1,2,1,7
2010,00ADGM,Bexley,Erith,"Boateng, Edward",Lab,2065,True,2,4,2,7
2010,00ADGM,Bexley,Erith,"O'Neill, Margaret",Lab,2032,True,3,7,3,7
2010,00ADGM,Bexley,Erith,"Ault, John W.",Cons,1829,False,4,1,1,7
2010,00ADGM,Bexley,Erith,"Clewes, Bernard C.",Cons,1768,False,5,5,3,7
2010,00ADGM,Bexley,Erith,"Bhogal, Amandeep S.",Cons,1660,False,6,3,2,7
2010,00ADGM,Bexley,Erith,"Jamieson, Florence M.",Lib Dem,923,False,7,6,1,7
2010,00ADGN,Bexley,Falconwood & Welling,"Betts, Nigel P.",Cons,2977,True,1,1,1,9
2010,00ADGN,Bexley,Falconwood & Welling,"Catterall, Peter P.",Cons,2634,True,2,3,2,9
2010,00ADGN,Bexley,Falconwood & Welling,"Clark, Val",Cons,2467,True,3,4,3,9
2010,00ADGN,Bexley,Falconwood & Welling,"Perfect, Steve",Lab,1274,False,4,5,1,9
2010,00ADGN,Bexley,Falconwood & Welling,"Persaud, Mavis",Lab,1118,False,5,6,2,9
2010,00ADGN,Bexley,Falconwood & Welling,"Slater, Stuart R.",Lab,1082,False,6,8,3,9
2010,00ADGN,Bexley,Falconwood & Welling,"Brooks, Zoe G.",Lib Dem,938,False,7,2,1,9
2010,00ADGN,Bexley,Falconwood & Welling,"Shrimpton, William F.",Lib Dem,721,False,8,7,2,9
2010,00ADGN,Bexley,Falconwood & Welling,"Thick, Angela M.",Lib Dem,594,False,9,9,3,9
2010,00ADGP,Bexley,Lesnes Abbey,"Davey, John C.",Cons,2550,True,1,3,1,6
2010,00ADGP,Bexley,Lesnes Abbey,"Fuller, John P.",Cons,2400,True,2,4,2,6
2010,00ADGP,Bexley,Lesnes Abbey,"Hurt, Eleanor",Cons,2267,True,3,5,3,6
2010,00ADGP,Bexley,Lesnes Abbey,"Browning, John",Lab,2261,False,4,2,2,6
2010,00ADGP,Bexley,Lesnes Abbey,"Husband, John H.",Lab,2153,False,5,6,3,6
2010,00ADGP,Bexley,Lesnes Abbey,"Blowers, Grant",Lab,2083,False,6,1,1,6
2010,00ADGQ,Bexley,Longlands,"Bacon, Gareth A.",Cons,3106,True,1,1,1,9
2010,00ADGQ,Bexley,Longlands,"Gillespie, Richard M.",Cons,2664,True,2,3,2,9
2010,00ADGQ,Bexley,Longlands,"Slaughter, Michael A.",Cons,2332,True,3,9,3,9
2010,00ADGQ,Bexley,Longlands,"Jaques, Michael",Lib Dem,1059,False,4,5,3,9
2010,00ADGQ,Bexley,Longlands,"Brooks, Oliver J.",Lib Dem,962,False,5,2,1,9
2010,00ADGQ,Bexley,Longlands,"Hurren, Paul W.",Lib Dem,921,False,6,4,2,9
2010,00ADGQ,Bexley,Longlands,"Moran, Bryan",Lab,901,False,7,7,2,9
2010,00ADGQ,Bexley,Longlands,"Mccartney, Michael J.",Lab,874,False,8,6,1,9
2010,00ADGQ,Bexley,Longlands,"Pilling-Lindsell, Garth H.",Lab,748,False,9,8,3,9
2010,00ADGR,Bexley,North End,"Langstead, Brenda M.",Lab,2039,True,1,7,3,8
2010,00ADGR,Bexley,North End,"Borella, Stef",Lab,2007,True,2,3,1,8
2010,00ADGR,Bexley,North End,"Deadman, Alan",Lab,1917,True,3,5,2,8
2010,00ADGR,Bexley,North End,"Bishop, Chris",Cons,1454,False,4,2,1,8
2010,00ADGR,Bexley,North End,"Tugwell, Christopher P.",Cons,1330,False,5,8,3,8
2010,00ADGR,Bexley,North End,"Dourmoush, Andy",Cons,1211,False,6,6,2,8
2010,00ADGR,Bexley,North End,"Barnes, Heidi M.",Lib Dem,685,False,7,1,1,8
2010,00ADGR,Bexley,North End,"Codd, Philip G.",Lib Dem,654,False,8,4,2,8
2010,00ADGS,Bexley,Northumberland Heath,"Read, Philip D.",Cons,2836,True,1,4,1,7
2010,00ADGS,Bexley,Northumberland Heath,"Reader, Peter R.M.",Cons,2758,True,2,5,2,7
2010,00ADGS,Bexley,Northumberland Heath,"Sawyer, Alex",Cons,2414,True,3,6,3,7
2010,00ADGS,Bexley,Northumberland Heath,"Francis, Daniel",Lab,1577,False,4,2,1,7
2010,00ADGS,Bexley,Northumberland Heath,"Hacker, Geoffrey",Lab,1550,False,5,3,2,7
2010,00ADGS,Bexley,Northumberland Heath,"White, Janet",Lab,1366,False,6,7,3,7
2010,00ADGS,Bexley,Northumberland Heath,"Bargery, Paul A.",Lib Dem,995,False,7,1,1,7
2010,00ADGT,Bexley,St Mary's,"Campbell, Colin E.",Cons,3756,True,1,2,1,9
2010,00ADGT,Bexley,St Mary's,"Downing, Alan",Cons,3264,True,2,3,2,9
2010,00ADGT,Bexley,St Mary's,"Tandy, Colin L.",Cons,3106,True,3,9,3,9
2010,00ADGT,Bexley,St Mary's,"Hinds, Dave",Lab,955,False,4,4,1,9
2010,00ADGT,Bexley,St Mary's,"Basaran, Shule A.",Lib Dem,888,False,5,1,1,9
2010,00ADGT,Bexley,St Mary's,"Nicolle, David J.",Lib Dem,857,False,6,6,2,9
2010,00ADGT,Bexley,St Mary's,"Nurse, Angela D.",Lib Dem,845,False,7,7,3,9
2010,00ADGT,Bexley,St Mary's,"Jackson, Judith E.",Lab,822,False,8,5,2,9
2010,00ADGT,Bexley,St Mary's,"Scrivener, Philip",Lab,793,False,9,8,3,9
2010,00ADGU,Bexley,St Michael's,"Newton, Caroline",Cons,2692,True,1,5,1,9
2010,00ADGU,Bexley,St Michael's,"Pollard, Joe",Cons,2623,True,2,7,2,9
2010,00ADGU,Bexley,St Michael's,"Sams, Ray",Cons,2298,True,3,8,3,9
2010,00ADGU,Bexley,St Michael's,"Ball, Pat",Lab,1554,False,4,1,1,9
2010,00ADGU,Bexley,St Michael's,"Perfect, Wendy J.",Lab,1392,False,5,6,2,9
2010,00ADGU,Bexley,St Michael's,"Steedman, Derek C.",Lab,1269,False,6,9,3,9
2010,00ADGU,Bexley,St Michael's,"Hall, David J.",Lib Dem,884,False,7,2,1,9
2010,00ADGU,Bexley,St Michael's,"Morpurgo, Lesley A.",Lib Dem,724,False,8,3,2,9
2010,00ADGU,Bexley,St Michael's,"Morpurgo, Maurice F.",Lib Dem,615,False,9,4,3,9
2010,00ADGW,Bexley,Sidcup,"Beckwith, Aileen M.",Cons,3355,True,1,1,1,8
2010,00ADGW,Bexley,Sidcup,"Evans, Jackie",Cons,3186,True,2,3,2,8
2010,00ADGW,Bexley,Sidcup,"Slaughter, June E.",Cons,2980,True,3,8,3,8
2010,00ADGW,Bexley,Sidcup,"Bedwell, Bob",Lab,1071,False,4,2,1,8
2010,00ADGW,Bexley,Sidcup,"Lockington, Betty M.",Lib Dem,1066,False,5,6,1,8
2010,00ADGW,Bexley,Sidcup,"Sexton, David F.",Lib Dem,1052,False,6,7,2,8
2010,00ADGW,Bexley,Sidcup,"Hutchins, Ray",Lab,973,False,7,4,2,8
2010,00ADGW,Bexley,Sidcup,"Justham, Bernard C.",Lab,864,False,8,5,3,8
2010,00ADGX,Bexley,Thamesmead East,"Bauer, Sandra",Lab,2528,True,1,2,1,6
2010,00ADGX,Bexley,Thamesmead East,"Malik, Munir",Lab,2067,True,2,4,2,6
2010,00ADGX,Bexley,Thamesmead East,"Persaud, Harry",Lab,2058,True,3,6,3,6
2010,00ADGX,Bexley,Thamesmead East,"Craig, Tessa",Cons,1195,False,4,3,2,6
2010,00ADGX,Bexley,Thamesmead East,"Alldis, Michael P.",Cons,1119,False,5,1,1,6
2010,00ADGX,Bexley,Thamesmead East,"Patel, Dee",Cons,1026,False,6,5,3,6
2010,00AEGJ,Brent,Alperton,"Allie, James B.",Lib Dem,2608,True,1,1,1,9
2010,00AEGJ,Brent,Alperton,"Brown, Daniel E.",Lib Dem,2599,True,2,2,2,9
2010,00AEGJ,Brent,Alperton,"Chohan, Bhagwani H.",Lab,2594,True,3,3,1,9
2010,00AEGJ,Brent,Alperton,"Farah, Harbi E.",Lab,2206,False,4,6,2,9
2010,00AEGJ,Brent,Alperton,"Sivarajah, Murugesu",Lib Dem,2115,False,5,9,3,9
2010,00AEGJ,Brent,Alperton,"Ishola-Jimoh, Mustapha",Lab,1970,False,6,7,3,9
2010,00AEGJ,Brent,Alperton,"Dodiya, Bhavesh",Cons,970,False,7,5,2,9
2010,00AEGJ,Brent,Alperton,"Dedi, Aurel",Cons,905,False,8,4,1,9
2010,00AEGJ,Brent,Alperton,"Sinanaj, Reoland",Cons,830,False,9,8,3,9
2010,00AEGK,Brent,Barnhill,"Beckman, Judith",Lab,2796,True,1,2,2,9
2010,00AEGK,Brent,Barnhill,"Choudhary, Mohammed S.A.",Lab,2440,True,2,3,3,9
2010,00AEGK,Brent,Barnhill,"Aden, Abdifatah",Lab,2382,True,3,1,1,9
2010,00AEGK,Brent,Barnhill,"O'Sullivan, James R.",Cons,2091,False,4,7,2,9
2010,00AEGK,Brent,Barnhill,"Kansagra, Suresh L.",Cons,1879,False,5,4,1,9
2010,00AEGK,Brent,Barnhill,"Van Colle, Irwin",Cons,1818,False,6,9,3,9
2010,00AEGK,Brent,Barnhill,"Macdougall, Sarah E.",Lib Dem,987,False,7,5,1,9
2010,00AEGK,Brent,Barnhill,"Noor Khan, Samira",Lib Dem,903,False,8,6,2,9
2010,00AEGK,Brent,Barnhill,"Short, Martin J.",Lib Dem,799,False,9,8,3,9
2010,00AEGL,Brent,Brondesbury Park,"Shaw, Carol A.",Lib Dem,2557,True,1,8,3,9
2010,00AEGL,Brent,Brondesbury Park,"Cheese, Barry J.",Lib Dem,1999,True,2,3,1,9
2010,00AEGL,Brent,Brondesbury Park,"Cummins, Mark",Lib Dem,1815,True,3,4,2,9
2010,00AEGL,Brent,Brondesbury Park,"Grossman, Richard A.",Cons,1379,False,4,6,2,9
2010,00AEGL,Brent,Brondesbury Park,"Chamberlain, Stephen P.",Lab,1367,False,5,2,2,9
2010,00AEGL,Brent,Brondesbury Park,"Awes, Ali I.",Lab,1219,False,6,1,1,9
2010,00AEGL,Brent,Brondesbury Park,"Holloway, Richard R.W.",Cons,1218,False,7,7,3,9
2010,00AEGL,Brent,Brondesbury Park,"Faiz, Faezeh",Cons,1114,False,8,5,1,9
2010,00AEGL,Brent,Brondesbury Park,"Southwood, Eleanor M.",Lab,1015,False,9,9,3,9
2010,00AEGM,Brent,Dollis Hill,"Beck, Jack E.",Lib Dem,1914,True,1,4,2,9
2010,00AEGM,Brent,Dollis Hill,"Castle, Alexander V.",Lib Dem,1885,True,2,5,3,9
2010,00AEGM,Brent,Dollis Hill,"Ashraf, Javaid",Lib Dem,1833,True,3,3,1,9
2010,00AEGM,Brent,Dollis Hill,"Ahmed, Lena",Lab,1806,False,4,1,1,9
2010,00AEGM,Brent,Dollis Hill,"Ahmed, Nadhim",Lab,1792,False,5,2,2,9
2010,00AEGM,Brent,Dollis Hill,"Fox, Ralph",Lab,1705,False,6,6,3,9
2010,00AEGM,Brent,Dollis Hill,"Sayers, Jane",Cons,878,False,7,9,3,9
2010,00AEGM,Brent,Dollis Hill,"Makwana, Manubhai K.",Cons,804,False,8,7,1,9
2010,00AEGM,Brent,Dollis Hill,"Ruspi, Zamira",Cons,649,False,9,8,2,9
2010,00AEGN,Brent,Dudden Hill,"Choudry, Mohammad A.",Lab,2281,True,1,3,2,9
2010,00AEGN,Brent,Dudden Hill,"Clues, David",Lib Dem,2094,True,2,4,1,9
2010,00AEGN,Brent,Dudden Hill,"Hirani, Krupesh J.",Lab,1844,True,3,7,3,9
2010,00AEGN,Brent,Dudden Hill,"Rimmer, Andrew J.",Lib Dem,1794,False,4,8,3,9
2010,00AEGN,Brent,Dudden Hill,"Hirani, Chunilal K.",Lib Dem,1790,False,5,6,2,9
2010,00AEGN,Brent,Dudden Hill,"Benn, Aisha S.",Lab,1740,False,6,2,1,9
2010,00AEGN,Brent,Dudden Hill,"Baker, Theresa",Cons,779,False,7,1,1,9
2010,00AEGN,Brent,Dudden Hill,"Drab, Sylvia M.",Cons,640,False,8,5,2,9
2010,00AEGN,Brent,Dudden Hill,"Seaton Brown, Jennifer",Cons,581,False,9,9,3,9
2010,00AEGP,Brent,Fryent,"Crane, George E.",Lab,2718,True,1,2,1,9
2010,00AEGP,Brent,Fryent,"Moher, James G.",Lab,2556,True,2,5,2,9
2010,00AEGP,Brent,Fryent,"Moher, Ruth E.",Lab,2446,True,3,6,3,9
2010,00AEGP,Brent,Fryent,"Mcclay, Jane E.",Cons,1454,False,4,4,1,9
2010,00AEGP,Brent,Fryent,"Pindoria, Kanta R.",Cons,1429,False,5,8,2,9
2010,00AEGP,Brent,Fryent,"Sayers, Jack",Cons,1299,False,6,9,3,9
2010,00AEGP,Brent,Fryent,"Cox, Michael A.",Lib Dem,879,False,7,1,1,9
2010,00AEGP,Brent,Fryent,"Dunne, James G.",Lib Dem,783,False,8,3,2,9
2010,00AEGP,Brent,Fryent,"Noor Khan, Ayaz",Lib Dem,758,False,9,7,3,9
2010,00AEGQ,Brent,Harlesden,"Beswick, Lincoln A.",Lab,3156,True,1,2,1,9
2010,00AEGQ,Brent,Harlesden,"Long, Janice E.",Lab,2937,True,2,5,3,9
2010,00AEGQ,Brent,Harlesden,"Gladbaum, Helga",Lab,2694,True,3,4,2,9
2010,00AEGQ,Brent,Harlesden,"Bashir, Shareena",Lib Dem,1438,False,4,1,1,9
2010,00AEGQ,Brent,Harlesden,"Smith, Thomas J.K.",Lib Dem,1213,False,5,9,3,9
2010,00AEGQ,Brent,Harlesden,"Mohamed, Abdillahi S.A.",Lib Dem,1165,False,6,6,2,9
2010,00AEGQ,Brent,Harlesden,"Eniola, Sadatu",Cons,453,False,7,3,1,9
2010,00AEGQ,Brent,Harlesden,"Quainoo, Harry",Cons,373,False,8,7,2,9
2010,00AEGQ,Brent,Harlesden,"Sesay, Sibongile",Cons,312,False,9,8,3,9
2010,00AEGR,Brent,Kensal Green,"Hector, Claudia",Lab,2172,True,1,3,1,9
2010,00AEGR,Brent,Kensal Green,"Powney, James E.",Lab,2064,True,2,7,2,9
2010,00AEGR,Brent,Kensal Green,"Thomas, Bobby A.",Lab,1782,True,3,9,3,9
2010,00AEGR,Brent,Kensal Green,"Sutherland, Deborah M.",Lib Dem,1724,False,4,8,3,9
2010,00AEGR,Brent,Kensal Green,"Alatortsev, Nikita S.",Lib Dem,1601,False,5,1,1,9
2010,00AEGR,Brent,Kensal Green,"Pagnamenta, Robin A.",Lib Dem,1570,False,6,6,2,9
2010,00AEGR,Brent,Kensal Green,"Green, Nana",Cons,760,False,7,2,1,9
2010,00AEGR,Brent,Kensal Green,"Padro, Joan",Cons,569,False,8,5,3,9
2010,00AEGR,Brent,Kensal Green,"Osuhon, Peter",Cons,516,False,9,4,2,9
2010,00AEGS,Brent,Kenton,"Patel, Bhikubhai M.",Cons,2805,True,1,6,2,9
2010,00AEGS,Brent,Kenton,"Colwill, Reginald R.",Cons,2667,True,2,1,1,9
2010,00AEGS,Brent,Kenton,"Steel, Arthur R.",Cons,2333,True,3,9,3,9
2010,00AEGS,Brent,Kenton,"Daly, John O.",Lab,2218,False,4,2,1,9
2010,00AEGS,Brent,Kenton,"Nerva, Ruby S.",Lab,1832,False,5,5,2,9
2010,00AEGS,Brent,Kenton,"Risby, Dennis",Lab,1799,False,6,7,3,9
2010,00AEGS,Brent,Kenton,"Dunn, Felicity J.",Lib Dem,1013,False,7,3,1,9
2010,00AEGS,Brent,Kenton,"Lawson Tancred, Hugh C.",Lib Dem,782,False,8,4,2,9
2010,00AEGS,Brent,Kenton,"Siddiqi, Riad",Lib Dem,630,False,9,8,3,9
2010,00AEGT,Brent,Kilburn,"Arnold, Mary H.",Lab,3235,True,1,2,1,9
